Time,Price,Volume
1775627366.26644,3840,41659400
1775627368.25288,3839,41660100
1775627370.25696,3839,41660100
1775627372.26275,3839,41660200
1775627374.25301,3840,41675600
1775627376.25316,3840,41675800
1775627378.26224,3840,41675800
1775627380.26836,3840,41675800
1775627382.27135,3840,41675800
1775627384.28833,3840,41676400
1775627386.29665,3840,41677400
1775627388.30123,3840,41677400
1775627390.31856,3839,41689000
1775627392.31877,3840,41689100
1775627394.323,3840,41689100
1775627396.32986,3840,41689300
1775627398.34662,3840,41689600
1775627400.34669,3840,41689600
1775627402.35316,3840,41689900
1775627404.35652,3840,41690200
1775627406.34504,3839,41690300
1775627408.36286,3840,41695900
1775627410.37695,3840,41695900
1775627412.38661,3842,41701000
1775627414.40753,3842,41708800
1775627416.41262,3842,41710200
1775627418.42922,3843,41710400
1775627420.43651,3842,41710600
1775627422.42542,3842,41714700
1775627424.43161,3842,41714700
1775627426.43423,3843,41720200
1775627428.42738,3843,41720200
1775627430.43216,3843,41720500
1775627432.43516,3843,41721000
1775627434.43433,3845,41734300
1775627436.43838,3844,41737800
1775627438.4265,3845,41739800
1775627440.44123,3844,41739900
1775627442.45058,3844,41739900
1775627444.46994,3844,41740400
1775627446.47389,3844,41740500
1775627448.48214,3844,41740500
1775627450.47265,3844,41740600
1775627452.47657,3847,41768500
1775627454.47886,3847,41770100
1775627456.48714,3846,41771300
1775627458.50278,3845,41773100
1775627460.5077,3845,41773100
1775627462.5015,3845,41773300
1775627464.50775,3845,41773300
1775627466.51351,3845,41773700
1775627468.50304,3845,41773700
1775627470.50922,3845,41773700
1775627472.51815,3846,41779300
1775627474.51765,3846,41779700
1775627476.5187,3846,41779700
1775627478.52298,3846,41782200
1775627480.52804,3846,41782200
1775627482.53013,3845,41782400
1775627484.5326,3845,41782400
